X,Y,ID,SER,PERMIT,CR,DR,LOCATION,DATE,CD,TG,GD,MODEL,THEME,CITY,LAT,LON,TOOLTIP
-118.362899999863799,34.058200000141859,322,CD002,,NE,WB,OLYMPIC NS FAIRFAX-Island,1982-05-15T00:00:00.000Z,4,633,B3,B,AD SHELTERS,LOS ANGELES,34.0582,-118.3629,Type: AD SHELTERS\nLocation:  OLYMPIC NS FAIRFAX-Island\nCouncil District:  4\nDate:  5/15/1982\nSerial: CD002\nPermit:  
-118.345000000180008,34.057000000127942,323,CD718,,NE,WB,OLYMPIC NS LA BREA,1990-05-24T00:00:00.000Z,4,633,D3,A,AD SHELTERS,LOS ANGELES,34.057,-118.345,Type: AD SHELTERS\nLocation:  OLYMPIC NS LA BREA\nCouncil District:  4\nDate:  5/24/1990\nSerial: CD718\nPermit:  
-118.368699999894375,34.179300000098245,324,EV014,,SE,EB,OXNARD FS VINELAND,1982-11-23T00:00:00.000Z,4,533,A7,B,AD SHELTERS,LOS ANGELES,34.1793,-118.3687,Type: AD SHELTERS\nLocation:  OXNARD FS VINELAND\nCouncil District:  4\nDate:  11/23/1982\nSerial: EV014\nPermit:  
-118.267800000083355,34.113700000006496,325,CD309,,NE,NB,Riverside Dr.at 3201-N of I-5 off ramp,1984-04-06T00:00:00.000Z,4,594,D2,A,AD SHELTERS,LOS ANGELES,34.1137,-118.2678,Type: AD SHELTERS\nLocation:  Riverside Dr.at 3201-N of I-5 off ramp\nCouncil District:  4\nDate:  4/6/1984\nSerial: CD309\nPermit:  
-118.360200000089662,34.152100000018663,326,EV162,,SE,EB,RIVERSIDE DR. FS CAHUENGA BL.,1987-03-27T00:00:00.000Z,4,563,B4,A,AD SHELTERS,LOS ANGELES,34.1521,-118.3602,Type: AD SHELTERS\nLocation:  RIVERSIDE DR. FS CAHUENGA BL.\nCouncil District:  4\nDate:  3/27/1987\nSerial: EV162\nPermit:  
-118.360100000081403,34.152100000018663,327,EV236,,NE,WB,RIVERSIDE DR. NS CAHUENGA BL.,1990-08-23T00:00:00.000Z,4,563,B4,A,AD SHELTERS,LOS ANGELES,34.1521,-118.3601,Type: AD SHELTERS\nLocation:  RIVERSIDE DR. NS CAHUENGA BL.\nCouncil District:  4\nDate:  8/23/1990\nSerial: EV236\nPermit:  
-118.269599999783082,34.11580000004728,328,CD307,,SW,SB,RIVERSIDE DR. FS LOS FELIZ,1984-04-06T00:00:00.000Z,4,594,C2,A,AD SHELTERS,LOS ANGELES,34.1158,-118.2696,Type: AD SHELTERS\nLocation:  RIVERSIDE DR. FS LOS FELIZ\nCouncil District:  4\nDate:  4/6/1984\nSerial: CD307\nPermit:  
-118.349200000078227,34.152100000018663,329,EV158,,SE,EB,RIVERSIDE DR. FS MARIOTA,1987-03-27T00:00:00.000Z,4,563,C4,A,AD SHELTERS,LOS ANGELES,34.1521,-118.3492,Type: AD SHELTERS\nLocation:  RIVERSIDE DR. FS MARIOTA\nCouncil District:  4\nDate:  3/27/1987\nSerial: EV158\nPermit:  
-118.365800000103661,34.152200000030135,330,EV146,,NE,WB,RIVERSIDE DR. NS LANKERSHIM,1984-07-31T00:00:00.000Z,4,563,A4,A,AD SHELTERS,LOS ANGELES,34.1522,-118.3658,Type: AD SHELTERS\nLocation:  RIVERSIDE DR. NS LANKERSHIM\nCouncil District:  4\nDate:  7/31/1984\nSerial: EV146\nPermit:  
-118.326499999997452,34.076099999990277,331,CD126,,SW,SB,ROSSMORE FS BEVERLY,1982-06-11T00:00:00.000Z,4,633,F1,A,AD SHELTERS,LOS ANGELES,34.0761,-118.3265,Type: AD SHELTERS\nLocation:  ROSSMORE FS BEVERLY\nCouncil District:  4\nDate:  6/11/1982\nSerial: CD126\nPermit:  
-118.325899999947822,34.083499999933359,332,CD124,,SE,NB,ROSSMORE NS MELROSE-vine,1983-02-04T00:00:00.000Z,4,593,F6,B,AD SHELTERS,LOS ANGELES,34.0835,-118.3259,Type: AD SHELTERS\nLocation:  ROSSMORE NS MELROSE-vine\nCouncil District:  4\nDate:  2/4/1983\nSerial: CD124\nPermit:  
-118.326600000005712,34.079000000135728,333,CD525,,NW,SB,ROSSMORE NS ROSEWOOD,1987-03-27T00:00:00.000Z,4,593,F7,B,AD SHELTERS,LOS ANGELES,34.079,-118.3266,Type: AD SHELTERS\nLocation:  ROSSMORE NS ROSEWOOD\nCouncil District:  4\nDate:  3/27/1987\nSerial: CD525\nPermit:  
-118.338200000066792,34.091100000118786,334,CD648,,NE,WB,SANTA MONICA NS HIGHLAND,1990-08-15T00:00:00.000Z,4,593,E5,A,AD SHELTERS,LOS ANGELES,34.0911,-118.3382,Type: AD SHELTERS\nLocation:  SANTA MONICA NS HIGHLAND\nCouncil District:  4\nDate:  8/15/1990\nSerial: CD648\nPermit:  
-118.336599999934464,34.090699999987116,335,CD647,,SE,EB,SANTA MONICA FS HIGHLAND,1990-11-16T00:00:00.000Z,4,593,E5,A,AD SHELTERS,LOS ANGELES,34.0907,-118.3366,Type: AD SHELTERS\nLocation:  SANTA MONICA FS HIGHLAND\nCouncil District:  4\nDate:  11/16/1990\nSerial: CD647\nPermit:  
-118.284800000141871,34.097499999952205,336,CD1118,,NE,NB,SUNSET FS HOOVER / FOUNTAIN,2000-07-19T00:00:00.000Z,4,594,B5,A,AD SHELTERS,LOS ANGELES,34.0975,-118.2848,Type: AD SHELTERS\nLocation:  SUNSET FS HOOVER / FOUNTAIN\nCouncil District:  4\nDate:  7/19/2000\nSerial: CD1118\nPermit:  
-118.351999999860652,34.09800000010307,337,CD103,,NE,WB,SUNSET NS GARDNER,1982-05-21T00:00:00.000Z,4,593,C4,A,AD SHELTERS,LOS ANGELES,34.098,-118.352,Type: AD SHELTERS\nLocation:  SUNSET NS GARDNER\nCouncil District:  4\nDate:  5/21/1982\nSerial: CD103\nPermit:  
-118.354200000042582,34.098399999956598,338,CD795,,SW,EB,SUNSET NS GARDNER,1992-08-19T00:00:00.000Z,4,593,C4,A,AD SHELTERS,LOS ANGELES,34.0984,-118.3542,Type: AD SHELTERS\nLocation:  SUNSET NS GARDNER\nCouncil District:  4\nDate:  8/19/1992\nSerial: CD795\nPermit:  
-118.343200000031146,34.097899999937233,339,CD117,,SW,EB,SUNSET NS LA BREA,1983-04-11T00:00:00.000Z,4,593,D4,A,AD SHELTERS,LOS ANGELES,34.0979,-118.3432,Type: AD SHELTERS\nLocation:  SUNSET NS LA BREA\nCouncil District:  4\nDate:  4/11/1983\nSerial: CD117\nPermit:  
-118.343000000014598,34.09919999994289,340,CD796,,NE,WB,SUNSET NS LA BREA,1992-08-19T00:00:00.000Z,4,593,D4,A,AD SHELTERS,LOS ANGELES,34.0992,-118.343,Type: AD SHELTERS\nLocation:  SUNSET NS LA BREA\nCouncil District:  4\nDate:  8/19/1992\nSerial: CD796\nPermit:  
-118.349200000078227,34.097899999937233,341,CD118,,NE,WB,SUNSET NS MARTEL,1982-06-03T00:00:00.000Z,4,593,C4,B,AD SHELTERS,LOS ANGELES,34.0979,-118.3492,Type: AD SHELTERS\nLocation:  SUNSET NS MARTEL\nCouncil District:  4\nDate:  6/3/1982\nSerial: CD118\nPermit:  
-118.349200000078227,34.097899999937233,342,CD119,,SE,EB,SUNSET FS MARTEL,1982-05-27T00:00:00.000Z,4,593,C4,A,AD SHELTERS,LOS ANGELES,34.0979,-118.3492,Type: AD SHELTERS\nLocation:  SUNSET FS MARTEL\nCouncil District:  4\nDate:  5/27/1982\nSerial: CD119\nPermit:  
-118.368499999877798,34.139999999882619,343,EV134,,NE,WB,VENTURA NS VINELAND,1984-08-17T00:00:00.000Z,4,563,A6,A,AD SHELTERS,LOS ANGELES,34.14,-118.3685,Type: AD SHELTERS\nLocation:  VENTURA NS VINELAND\nCouncil District:  4\nDate:  8/17/1984\nSerial: EV134\nPermit:  
-118.368499999877798,34.139999999882619,344,RB002,,SE,EB,VENTURA FS VINELAND,2002-01-16T00:00:00.000Z,4,563,A6,mta,RAPID BUS,LA RAPID BUS,34.14,-118.3685,Type: RAPID BUS\nLocation:  VENTURA FS VINELAND\nCouncil District:  4\nDate:  1/16/2002\nSerial: RB002\nPermit:  
-118.37140000011766,34.140800000099119,345,EV281,,NW,WB,VENTURA FS LANKERSHIM-R-CD453,2002-03-14T00:00:00.000Z,4,563,B6,D2MG,AD SHELTERS,LOS ANGELES,34.1408,-118.3714,Type: AD SHELTERS\nLocation:  VENTURA FS LANKERSHIM-R-CD453\nCouncil District:  4\nDate:  3/14/2002\nSerial: EV281\nPermit:  
-118.291000000205486,34.101700000158168,346,CD102,,NW,SB,VERMONT NS PROSPECT,1982-05-22T00:00:00.000Z,4,594,A4,A,AD SHELTERS,LOS ANGELES,34.1017,-118.291,Type: AD SHELTERS\nLocation:  VERMONT NS PROSPECT\nCouncil District:  4\nDate:  5/22/1982\nSerial: CD102\nPermit:  
-118.291000000205486,34.101700000158168,347,CD101,,NE,NB,VERMONT FS PROSPECT,1982-06-08T00:00:00.000Z,4,594,A4,A,AD SHELTERS,LOS ANGELES,34.1017,-118.291,Type: AD SHELTERS\nLocation:  VERMONT FS PROSPECT\nCouncil District:  4\nDate:  6/8/1982\nSerial: CD101\nPermit:  
-118.36949999996051,34.144400000088474,348,EV220,,SE,NB,VINELAND NS BLUFFSIDE RD.,2000-05-25T00:00:00.000Z,4,563,A6,A,AD SHELTERS,LOS ANGELES,34.1444,-118.3695,Type: AD SHELTERS\nLocation:  VINELAND NS BLUFFSIDE RD.\nCouncil District:  4\nDate:  5/25/2000\nSerial: EV220\nPermit:  
0,0,349,LN029,,SW,SB,Vineland FS Camarillo,2001-06-14T00:00:00.000Z,4,563,A3,DOME,LANI,LA LANI,,,Type: LANI\nLocation:  Vineland FS Camarillo\nCouncil District:  4\nDate:  6/14/2001\nSerial: LN029\nPermit:  
0,0,350,LN028,,NW,SB,Vineland NS lankershim,2001-06-14T00:00:00.000Z,4,563,A3,DOME,LANI,LA LANI,,,Type: LANI\nLocation:  Vineland NS lankershim\nCouncil District:  4\nDate:  6/14/2001\nSerial: LN028\nPermit:  
-118.36939999995225,34.150300000010233,351,EV215,,SW,SB,VINELAND FS MOORPARK,1992-10-29T00:00:00.000Z,4,563,A5,A,AD SHELTERS,LOS ANGELES,34.1503,-118.3694,Type: AD SHELTERS\nLocation:  VINELAND FS MOORPARK\nCouncil District:  4\nDate:  10/29/1992\nSerial: EV215\nPermit:  
-118.36939999995225,34.164799999939575,352,EV156,,NW,SB,VINELAND NS MAGNOLIA,1987-03-27T00:00:00.000Z,4,563,A3,A,AD SHELTERS,LOS ANGELES,34.1648,-118.3694,Type: AD SHELTERS\nLocation:  VINELAND NS MAGNOLIA\nCouncil District:  4\nDate:  3/27/1987\nSerial: EV156\nPermit:  
-118.308399999847921,34.069100000014153,353,CD129,,SE,NB,WESTERN NS 3RD,1982-08-11T00:00:00.000Z,4,633,J2,A,AD SHELTERS,LOS ANGELES,34.0691,-118.3084,Type: AD SHELTERS\nLocation:  WESTERN NS 3RD\nCouncil District:  4\nDate:  8/11/1982\nSerial: CD129\nPermit:  
-118.308399999847921,34.083599999998746,354,CD1099,,NW,SB,WESTERN NS BEVERLY,2000-05-31T00:00:00.000Z,4,593,H7,A,AD SHELTERS,LOS ANGELES,34.0836,-118.3084,Type: AD SHELTERS\nLocation:  WESTERN NS BEVERLY\nCouncil District:  4\nDate:  5/31/2000\nSerial: CD1099\nPermit:  
-118.30979999996373,34.077299999996022,355,CD1100,,NE,NB,WESTERN FS BEVERLY,2000-05-31T00:00:00.000Z,4,593,H7,A,AD SHELTERS,LOS ANGELES,34.0773,-118.3098,Type: AD SHELTERS\nLocation:  WESTERN FS BEVERLY\nCouncil District:  4\nDate:  5/31/2000\nSerial: CD1100\nPermit:  
-118.308399999847921,34.083599999998746,356,CD109,,SW,SB,WESTERN FS MELROSE,1982-06-11T00:00:00.000Z,4,593,H6,A,AD SHELTERS,LOS ANGELES,34.0836,-118.3084,Type: AD SHELTERS\nLocation:  WESTERN FS MELROSE\nCouncil District:  4\nDate:  6/11/1982\nSerial: CD109\nPermit:  
-118.345599999780489,34.062099999878434,357,CD518,,NW,WB,WILSHIRE FS CLOVERDALE,1987-02-20T00:00:00.000Z,4,633,C3,A,AD SHELTERS,LOS ANGELES,34.0621,-118.3456,Type: AD SHELTERS\nLocation:  WILSHIRE FS CLOVERDALE\nCouncil District:  4\nDate:  2/20/1987\nSerial: CD518\nPermit:  
-118.318599999793221,34.062099999878434,358,RB037,,NW,WB,WILSHIRE FS CRENSHAW,2001-08-16T00:00:00.000Z,4,633,G2,canopy,RAPID BUS,LA RAPID BUS,34.0621,-118.3186,Type: RAPID BUS\nLocation:  WILSHIRE FS CRENSHAW\nCouncil District:  4\nDate:  8/16/2001\nSerial: RB037\nPermit:  
-118.354300000050856,34.06229999981678,359,CD242,,NW,WB,WILSHIRE FS CURSON,1983-11-29T00:00:00.000Z,4,633,C2,A,AD SHELTERS,LOS ANGELES,34.0623,-118.3543,Type: AD SHELTERS\nLocation:  WILSHIRE FS CURSON\nCouncil District:  4\nDate:  11/29/1983\nSerial: CD242\nPermit:  
-118.346699999871447,34.062099999878434,360,CD523,,SE,EB,WILSHIRE FS DUNSMUIR,1987-02-20T00:00:00.000Z,4,633,D2,A,AD SHELTERS,LOS ANGELES,34.0621,-118.3467,Type: AD SHELTERS\nLocation:  WILSHIRE FS DUNSMUIR\nCouncil District:  4\nDate:  2/20/1987\nSerial: CD523\nPermit:  
-118.347699999954173,34.062099999878434,361,CD717,,NW,WB,WILSHIRE FS DUNSMUIR,1990-05-25T00:00:00.000Z,4,633,D2,A,AD SHELTERS,LOS ANGELES,34.0621,-118.3477,Type: AD SHELTERS\nLocation:  WILSHIRE FS DUNSMUIR\nCouncil District:  4\nDate:  5/25/1990\nSerial: CD717\nPermit:  
-118.360400000106196,34.063299999870338,362,RB032,,NE,WB,WILSHIRE NS FAIRFAX,2001-08-16T00:00:00.000Z,4,633,B2,canopy,RAPID BUS,LA RAPID BUS,34.0633,-118.3604,Type: RAPID BUS\nLocation:  WILSHIRE NS FAIRFAX\nCouncil District:  4\nDate:  8/16/2001\nSerial: RB032\nPermit:  
-118.360500000114484,34.062799999830176,363,RB033,,SE,EB,WILSHIRE FS FAIRFAX,2001-08-15T00:00:00.000Z,4,633,B2,canopy,RAPID BUS,LA RAPID BUS,34.0628,-118.3605,Type: RAPID BUS\nLocation:  WILSHIRE FS FAIRFAX\nCouncil District:  4\nDate:  8/15/2001\nSerial: RB033\nPermit:  
-118.337700000025421,34.062000000104319,364,CD026,,SW,EB,WILSHIRE NS HIGHLAND,1982-04-28T00:00:00.000Z,4,633,E2,A,AD SHELTERS,LOS ANGELES,34.062,-118.3377,Type: AD SHELTERS\nLocation:  WILSHIRE NS HIGHLAND\nCouncil District:  4\nDate:  4/28/1982\nSerial: CD026\nPermit:  
-118.337700000025421,34.062000000104319,365,CD716,,NW,WB,WILSHIRE FS HIGHLAND,1990-05-24T00:00:00.000Z,4,633,E2,A,AD SHELTERS,LOS ANGELES,34.062,-118.3377,Type: AD SHELTERS\nLocation:  WILSHIRE FS HIGHLAND\nCouncil District:  4\nDate:  5/24/1990\nSerial: CD716\nPermit:  
-118.332900000077586,34.062099999878434,366,CD436,,NW,WB,WILSHIRE FS JUNE,1984-05-10T00:00:00.000Z,4,633,E2,A,AD SHELTERS,LOS ANGELES,34.0621,-118.3329,Type: AD SHELTERS\nLocation:  WILSHIRE FS JUNE\nCouncil District:  4\nDate:  5/10/1984\nSerial: CD436\nPermit:  
-118.343800000080762,34.062599999955566,367,RB034,,NW,WB,WILSHIRE FS LA BREA,2001-08-16T00:00:00.000Z,4,633,D2,canopy,RAPID BUS,LA RAPID BUS,34.0626,-118.3438,Type: RAPID BUS\nLocation:  WILSHIRE FS LA BREA\nCouncil District:  4\nDate:  8/16/2001\nSerial: RB034\nPermit:  
-118.342900000006324,34.061899999840158,368,RB035,,SE,EB,WILSHIRE FS LA BREA,2001-08-15T00:00:00.000Z,4,633,D2,canopy,RAPID BUS,LA RAPID BUS,34.0619,-118.3429,Type: RAPID BUS\nLocation:  WILSHIRE FS LA BREA\nCouncil District:  4\nDate:  8/15/2001\nSerial: RB035\nPermit:  
-118.33529999982693,34.062000000104319,369,CD337,,SW,EB,WILSHIRE NS LONGWOOD,1984-03-30T00:00:00.000Z,4,633,E2,A,AD SHELTERS,LOS ANGELES,34.062,-118.3353,Type: AD SHELTERS\nLocation:  WILSHIRE NS LONGWOOD\nCouncil District:  4\nDate:  3/30/1984\nSerial: CD337\nPermit:  
-118.319199999842837,34.061899999840158,370,CD1277,,NW,WB,WILSHIRE FS LORRAINE BL.,2001-03-15T00:00:00.000Z,4,633,G2,A,AD SHELTERS,LOS ANGELES,34.0619,-118.3192,Type: AD SHELTERS\nLocation:  WILSHIRE FS LORRAINE BL.\nCouncil District:  4\nDate:  3/15/2001\nSerial: CD1277\nPermit:  
-118.339800000199091,34.062000000104319,371,CD421,,SW,EB,WILSHIRE NS MANSFIELD,1984-04-04T00:00:00.000Z,4,633,D2,A,AD SHELTERS,LOS ANGELES,34.062,-118.3398,Type: AD SHELTERS\nLocation:  WILSHIRE NS MANSFIELD\nCouncil District:  4\nDate:  4/4/1984\nSerial: CD421\nPermit:  
-118.339300000157749,34.062000000104319,372,CD339,,NE,WB,WILSHIRE FS MANSFIELD,1990-12-11T00:00:00.000Z,4,633,D2,A,AD SHELTERS,LOS ANGELES,34.062,-118.3393,Type: AD SHELTERS\nLocation:  WILSHIRE FS MANSFIELD\nCouncil District:  4\nDate:  12/11/1990\nSerial: CD339\nPermit:  
-118.3510999997862,34.062199999906603,373,CD341,,SE,EB,WILSHIRE FS MASSELIN,1984-03-29T00:00:00.000Z,4,633,C2,A,AD SHELTERS,LOS ANGELES,34.0622,-118.3511,Type: AD SHELTERS\nLocation:  WILSHIRE FS MASSELIN\nCouncil District:  4\nDate:  3/29/1984\nSerial: CD341\nPermit:  
-118.314999999944618,34.061899999840158,374,CD521,,NE,WB,WILSHIRE NS NORTON,1987-02-20T00:00:00.000Z,4,633,G2,A,AD SHELTERS,LOS ANGELES,34.0619,-118.315,Type: AD SHELTERS\nLocation:  WILSHIRE NS NORTON\nCouncil District:  4\nDate:  2/20/1987\nSerial: CD521\nPermit:  
-118.356999999825007,34.062500000027292,375,CD213,,SE,EB,WILSHIRE FS OGDEN DR.,1983-02-17T00:00:00.000Z,4,633,B2,A,AD SHELTERS,LOS ANGELES,34.0625,-118.357,Type: AD SHELTERS\nLocation:  WILSHIRE FS OGDEN DR.\nCouncil District:  4\nDate:  2/17/1983\nSerial: CD213\nPermit:  
-118.358699999965594,34.06270000013793,376,CD214,,NW,WB,WILSHIRE FS OGDEN DR.,1983-02-17T00:00:00.000Z,4,633,B2,A,AD SHELTERS,LOS ANGELES,34.0627,-118.3587,Type: AD SHELTERS\nLocation:  WILSHIRE FS OGDEN DR.\nCouncil District:  4\nDate:  2/17/1983\nSerial: CD214\nPermit:  
-118.321600000041329,34.061899999840158,377,CD364,,NE,WB,WILSHIRE NS PLYMOUTH BLVD.,1984-05-02T00:00:00.000Z,4,633,F2,A,AD SHELTERS,LOS ANGELES,34.0619,-118.3216,Type: AD SHELTERS\nLocation:  WILSHIRE NS PLYMOUTH BLVD.\nCouncil District:  4\nDate:  5/2/1984\nSerial: CD364\nPermit:  
-118.329999999837753,34.062000000104319,378,CD444,,NE,WB,WILSHIRE NS RIMPAU,2001-08-21T00:00:00.000Z,4,633,E2,C1SW,AD SHELTERS,LOS ANGELES,34.062,-118.33,Type: AD SHELTERS\nLocation:  WILSHIRE NS RIMPAU\nCouncil District:  4\nDate:  8/21/2001\nSerial: CD444\nPermit:  
-118.330499999879095,34.062000000104319,379,CD336,,SE,EB,WILSHIRE FS RIMPAU,1992-11-05T00:00:00.000Z,4,633,E2,A,AD SHELTERS,LOS ANGELES,34.062,-118.3305,Type: AD SHELTERS\nLocation:  WILSHIRE FS RIMPAU\nCouncil District:  4\nDate:  11/5/1992\nSerial: CD336\nPermit:  
-118.325799999939548,34.062000000104319,380,CD241,,NE,WB,WILSHIRE NS ROSSMORE,1983-11-29T00:00:00.000Z,4,633,F2,A,AD SHELTERS,LOS ANGELES,34.062,-118.3258,Type: AD SHELTERS\nLocation:  WILSHIRE NS ROSSMORE\nCouncil District:  4\nDate:  11/29/1983\nSerial: CD241\nPermit:  
-118.349000000061679,34.062199999906603,381,CD362,,SE,EB,WILSHIRE FS RIDGELEY DR.,1990-05-25T00:00:00.000Z,4,633,C2,A,AD SHELTERS,LOS ANGELES,34.0622,-118.349,Type: AD SHELTERS\nLocation:  WILSHIRE FS RIDGELEY DR.\nCouncil District:  4\nDate:  5/25/1990\nSerial: CD362\nPermit:  
-118.349000000061679,34.062199999906603,382,CD363,,NW,WB,WILSHIRE FS RIDGELEY DR.,1984-05-02T00:00:00.000Z,4,633,C2,A,AD SHELTERS,LOS ANGELES,34.0622,-118.349,Type: AD SHELTERS\nLocation:  WILSHIRE FS RIDGELEY DR.\nCouncil District:  4\nDate:  5/2/1984\nSerial: CD363\nPermit:  
-118.605911999893863,34.19377599982284,383,SH0643,,NX,,Topanga Cyn. Blvd. && Vanowen St.,,3,,,,AD SHELTERS,Los Angeles,34.193776,-118.605912,Type: AD SHELTERS\nLocation:  Topanga Cyn. Blvd. && Vanowen St.\nCouncil District:  3\nDate:  \nSerial: SH0643\nPermit:  
-118.605942999855998,34.201034999922186,384,SH0645,,NX,,Topanga Cyn. Blvd. && Sherman Wy.,,3,,,,AD SHELTERS,Los Angeles,34.201035,-118.605943,Type: AD SHELTERS\nLocation:  Topanga Cyn. Blvd. && Sherman Wy.\nCouncil District:  3\nDate:  \nSerial: SH0645\nPermit:  
-118.605913000167931,34.191156999964271,385,SH0646,,NX,,Topanga Cyn. Blvd. && Kittridge St.,,3,,,,AD SHELTERS,Los Angeles,34.191157,-118.605913,Type: AD SHELTERS\nLocation:  Topanga Cyn. Blvd. && Kittridge St.\nCouncil District:  3\nDate:  \nSerial: SH0646\nPermit:  
-118.605757999908064,34.168457000150092,386,SH0647,,NX,,Topanga Cyn. Blvd. && Ventura Blvd.,,3,,,,AD SHELTERS,Los Angeles,34.168457,-118.605758,Type: AD SHELTERS\nLocation:  Topanga Cyn. Blvd. && Ventura Blvd.\nCouncil District:  3\nDate:  \nSerial: SH0647\nPermit:  
-118.605757999908064,34.168457000150092,387,SH0648,,NX,,Ventura Blvd. && Topanga Cyn. Blvd.,,3,,,,AD SHELTERS,Los Angeles,34.168457,-118.605758,Type: AD SHELTERS\nLocation:  Ventura Blvd. && Topanga Cyn. Blvd.\nCouncil District:  3\nDate:  \nSerial: SH0648\nPermit:  
-118.605757999908064,34.168457000150092,388,SH0649,,NX,,Topanga Cyn. Blvd. && Ventura Blvd.,,3,,,,AD SHELTERS,Los Angeles,34.168457,-118.605758,Type: AD SHELTERS\nLocation:  Topanga Cyn. Blvd. && Ventura Blvd.\nCouncil District:  3\nDate:  \nSerial: SH0649\nPermit:  
-118.605795000167163,34.171984000085871,389,SH0650,,NX,,Topanga Cyn.  Blvd. && Burbank Blvd.,,3,,,,AD SHELTERS,Los Angeles,34.171984,-118.605795,Type: AD SHELTERS\nLocation:  Topanga Cyn.  Blvd. && Burbank Blvd.\nCouncil District:  3\nDate:  \nSerial: SH0650\nPermit:  
-118.605795000167163,34.171984000085871,390,SH0651,,NX,,Topanga Cyn. Blvd. && Burbank Blvd.,,3,,,,AD SHELTERS,Los Angeles,34.171984,-118.605795,Type: AD SHELTERS\nLocation:  Topanga Cyn. Blvd. && Burbank Blvd.\nCouncil District:  3\nDate:  \nSerial: SH0651\nPermit:  
-118.579716000170734,34.188444000080565,391,SH0652,,NX,,Victory Blvd. && Mason Ave,,3,,,,AD SHELTERS,Los Angeles,34.188444,-118.579716,Type: AD SHELTERS\nLocation:  Victory Blvd. && Mason Ave\nCouncil District:  3\nDate:  \nSerial: SH0652\nPermit:  
-118.570961999922844,34.182300000164169,392,SH0653,,NX,,Winnetka Ave && Calvert St.,,3,,,,AD SHELTERS,Los Angeles,34.1823,-118.570962,Type: AD SHELTERS\nLocation:  Winnetka Ave && Calvert St.\nCouncil District:  3\nDate:  \nSerial: SH0653\nPermit:  
-118.570948000128269,34.1857560001447,393,SH0654,,NX,,Victory Blvd. && Winnetka Ave,,3,,,,AD SHELTERS,Los Angeles,34.185756,-118.570948,Type: AD SHELTERS\nLocation:  Victory Blvd. && Winnetka Ave\nCouncil District:  3\nDate:  \nSerial: SH0654\nPermit:  
-118.601529999971618,34.182873999826526,394,SH0753,,NX,,Owensmouth Ave && Erwin St.,,3,,,,AD SHELTERS,Los Angeles,34.182874,-118.60153,Type: AD SHELTERS\nLocation:  Owensmouth Ave && Erwin St.\nCouncil District:  3\nDate:  \nSerial: SH0753\nPermit:  
-118.601529999971618,34.182873999826526,395,SH0754,,NX,,Owensmouth Ave && Erwin St.,,3,,,,AD SHELTERS,Los Angeles,34.182874,-118.60153,Type: AD SHELTERS\nLocation:  Owensmouth Ave && Erwin St.\nCouncil District:  3\nDate:  \nSerial: SH0754\nPermit:  
-118.601517999826896,34.179217999990719,396,SH0755,,NX,,Owensmouth Ave && Oxnard St.,,3,,,,AD SHELTERS,Los Angeles,34.179218,-118.601518,Type: AD SHELTERS\nLocation:  Owensmouth Ave && Oxnard St.\nCouncil District:  3\nDate:  \nSerial: SH0755\nPermit:  
0,0,397,SH0756,,NX,,Owensmouth Ave && Promenade Mall Drive Way,,3,,,,AD SHELTERS,Los Angeles,0,0,Type: AD SHELTERS\nLocation:  Owensmouth Ave && Promenade Mall Drive Way\nCouncil District:  3\nDate:  \nSerial: SH0756\nPermit:  
0,0,398,SH0757,,NX,,Owensmouth Ave && Oxnard Ave,,3,,,,AD SHELTERS,Los Angeles,0,0,Type: AD SHELTERS\nLocation:  Owensmouth Ave && Oxnard Ave\nCouncil District:  3\nDate:  \nSerial: SH0757\nPermit:  
0,0,399,SH0758,,NX,,Owensmouth Ave && West Valley Wy.,,3,,,,AD SHELTERS,Los Angeles,0,0,Type: AD SHELTERS\nLocation:  Owensmouth Ave && West Valley Wy.\nCouncil District:  3\nDate:  \nSerial: SH0758\nPermit:  
-118.605934999909252,34.199206000060926,400,PK0471,,NX,,Topanga Canyon Blvd && Gault St.,,3,,,,OSF,Los Angeles,34.199206,-118.605935,Type: OSF\nLocation:  Topanga Canyon Blvd && Gault St.\nCouncil District:  3\nDate:  \nSerial: PK0471\nPermit:  
-118.605895000175408,34.182871000182168,401,PK0472,,NX,,Topanga Cyn Bl && Erwin St.,,3,,,,OSF,Los Angeles,34.182871,-118.605895,Type: OSF\nLocation:  Topanga Cyn Bl && Erwin St.\nCouncil District:  3\nDate:  \nSerial: PK0472\nPermit:  
-118.60541399995148,34.179212000070329,402,PK0523,,NX,,Oxnard Street && Topanga Cyn. Blvd.,,3,,,,OSF,Los Angeles,34.179212,-118.605414,Type: OSF\nLocation:  Oxnard Street && Topanga Cyn. Blvd.\nCouncil District:  3\nDate:  \nSerial: PK0523\nPermit:  
-118.597422000134912,34.167841999950483,403,PK0528,,MX,,Ventura Blvd && Canoga Ave,,3,,,,OSF,Los Angeles,34.167842,-118.597422,Type: OSF\nLocation:  Ventura Blvd && Canoga Ave\nCouncil District:  3\nDate:  \nSerial: PK0528\nPermit:  
-118.604964000138864,34.177255999943817,404,PK0531,,NX,,Topanga Cyn. Blvd. && Califa St.,,3,,,,OSF,Los Angeles,34.177256,-118.604964,Type: OSF\nLocation:  Topanga Cyn. Blvd. && Califa St.\nCouncil District:  3\nDate:  \nSerial: PK0531\nPermit:  
